number,value,state,datetime_start,datetime_complete,duration_seconds,params_json,fold_sharpes_json,avg_cv_sharpe
1813,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:28.832811,2026-04-01T03:38:28.901264,0.068453,"{""atr_window"": 13, ""bb_std_dev"": 2.4, ""bb_window"": 14, ""cooldown"": 1, ""macd_fast"": 14, ""macd_k"": 1.2, ""macd_k_mid"": 0.5, ""macd_signal"": 10, ""macd_slow"": 38, ""macd_std_window"": 87, ""rebalance_freq"": 150, ""rebounce_block"": 1, ""sl_mult_lm"": 2.05, ""sl_mult_lr"": 3.3, ""sl_mult_sm"": 1.05, ""sl_mult_sr"": 3.2, ""time_stop"": 26, ""tp_mult_lm"": 5.9, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 3.6, ""tp_mult_sr"": 4.8, ""trail_mult"": 3.7, ""trail_tp"": true, ""use_trailing"": true}",{},
1814,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:28.939604,2026-04-01T03:38:31.469445,2.529841,"{""atr_window"": 16, ""bb_std_dev"": 2.3, ""bb_window"": 17, ""cooldown"": 2, ""macd_fast"": 20, ""macd_k"": 1.8, ""macd_k_mid"": 0.65, ""macd_signal"": 8, ""macd_slow"": 36, ""macd_std_window"": 99, ""rebalance_freq"": 30, ""rebounce_block"": 3, ""sl_mult_lm"": 1.7000000000000002, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.1, ""sl_mult_sr"": 3.0, ""time_stop"": 3, ""tp_mult_lm"": 4.8, ""tp_mult_lr"": 13.2, ""tp_mult_sm"": 5.7, ""tp_mult_sr"": 5.2, ""trail_mult"": 2.5, ""trail_tp"": false, ""use_trailing"": true}",{},
1815,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:31.504840,2026-04-01T03:38:31.626877,0.122037,"{""atr_window"": 18, ""bb_std_dev"": 2.1, ""bb_window"": 15, ""cooldown"": 3, ""macd_fast"": 17, ""macd_k"": 1.9, ""macd_k_mid"": 0.55, ""macd_signal"": 9, ""macd_slow"": 44, ""macd_std_window"": 77, ""rebalance_freq"": 180, ""rebounce_block"": 2, ""sl_mult_lm"": 1.6, ""sl_mult_lr"": 2.3, ""sl_mult_sm"": 1.9, ""sl_mult_sr"": 1.7, ""time_stop"": 5, ""tp_mult_lm"": 5.6, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 4.9, ""tp_mult_sr"": 6.300000000000001, ""trail_mult"": 2.3, ""trail_tp"": true, ""use_trailing"": true}",{},
1816,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:31.663856,2026-04-01T03:38:31.744107,0.080251,"{""atr_window"": 15, ""bb_std_dev"": 2.45, ""bb_window"": 19, ""cooldown"": 4, ""macd_fast"": 14, ""macd_k"": 1.7000000000000002, ""macd_k_mid"": 0.8500000000000001, ""macd_signal"": 8, ""macd_slow"": 40, ""macd_std_window"": 70, ""rebalance_freq"": 60, ""rebounce_block"": 4, ""sl_mult_lm"": 2.1500000000000004, ""sl_mult_lr"": 2.9, ""sl_mult_sm"": 1.55, ""sl_mult_sr"": 2.9000000000000004, ""time_stop"": 11, ""tp_mult_lm"": 5.5, ""tp_mult_lr"": 15.4, ""tp_mult_sm"": 6.2, ""tp_mult_sr"": 5.1, ""trail_mult"": 2.8, ""trail_tp"": false, ""use_trailing"": false}",{},
1817,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:31.783832,2026-04-01T03:38:31.854213,0.070381,"{""atr_window"": 20, ""bb_std_dev"": 2.0, ""bb_window"": 14, ""cooldown"": 0, ""macd_fast"": 10, ""macd_k"": 1.15, ""macd_k_mid"": 0.7, ""macd_signal"": 7, ""macd_slow"": 39, ""macd_std_window"": 86, ""rebalance_freq"": 150, ""rebounce_block"": 5, ""sl_mult_lm"": 1.3, ""sl_mult_lr"": 2.2, ""sl_mult_sm"": 1.85, ""sl_mult_sr"": 2.4, ""time_stop"": 17, ""tp_mult_lm"": 3.7, ""tp_mult_lr"": 13.4, ""tp_mult_sm"": 3.1, ""tp_mult_sr"": 6.1, ""trail_mult"": 3.3, ""trail_tp"": true, ""use_trailing"": true}",{},
1818,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:31.892442,2026-04-01T03:38:31.975215,0.082773,"{""atr_window"": 14, ""bb_std_dev"": 1.8499999999999999, ""bb_window"": 21, ""cooldown"": 1, ""macd_fast"": 13, ""macd_k"": 1.75, ""macd_k_mid"": 0.5, ""macd_signal"": 8, ""macd_slow"": 41, ""macd_std_window"": 100, ""rebalance_freq"": 90, ""rebounce_block"": 3, ""sl_mult_lm"": 1.4, ""sl_mult_lr"": 2.4, ""sl_mult_sm"": 1.75, ""sl_mult_sr"": 3.4000000000000004, ""time_stop"": 8, ""tp_mult_lm"": 5.800000000000001, ""tp_mult_lr"": 14.8, ""tp_mult_sm"": 4.5, ""tp_mult_sr"": 5.800000000000001, ""trail_mult"": 2.7, ""trail_tp"": true, ""use_trailing"": true}",{},
1819,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:32.011144,2026-04-01T03:38:32.085293,0.074149,"{""atr_window"": 16, ""bb_std_dev"": 2.5, ""bb_window"": 16, ""cooldown"": 2, ""macd_fast"": 12, ""macd_k"": 1.55, ""macd_k_mid"": 0.55, ""macd_signal"": 9, ""macd_slow"": 43, ""macd_std_window"": 91, ""rebalance_freq"": 150, ""rebounce_block"": 6, ""sl_mult_lm"": 1.35, ""sl_mult_lr"": 4.0, ""sl_mult_sm"": 1.8, ""sl_mult_sr"": 1.5, ""time_stop"": 13, ""tp_mult_lm"": 6.0, ""tp_mult_lr"": 12.2, ""tp_mult_sm"": 6.0, ""tp_mult_sr"": 5.6, ""trail_mult"": 3.5, ""trail_tp"": false, ""use_trailing"": true}",{},
1820,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:32.122548,2026-04-01T03:38:34.612484,2.489936,"{""atr_window"": 15, ""bb_std_dev"": 2.05, ""bb_window"": 15, ""cooldown"": 0, ""macd_fast"": 19, ""macd_k"": 1.45, ""macd_k_mid"": 1.0, ""macd_signal"": 6, ""macd_slow"": 35, ""macd_std_window"": 72, ""rebalance_freq"": 120, ""rebounce_block"": 4, ""sl_mult_lm"": 1.0, ""sl_mult_lr"": 2.5, ""sl_mult_sm"": 1.6, ""sl_mult_sr"": 1.7, ""time_stop"": 28, ""tp_mult_lm"": 5.3, ""tp_mult_lr"": 10.2, ""tp_mult_sm"": 3.4, ""tp_mult_sr"": 5.300000000000001, ""trail_mult"": 1.5, ""trail_tp"": true, ""use_trailing"": false}",{},
1821,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:34.649301,2026-04-01T03:38:37.188207,2.538906,"{""atr_window"": 17, ""bb_std_dev"": 1.65, ""bb_window"": 14, ""cooldown"": 4, ""macd_fast"": 16, ""macd_k"": 1.1, ""macd_k_mid"": 0.55, ""macd_signal"": 10, ""macd_slow"": 36, ""macd_std_window"": 71, ""rebalance_freq"": 180, ""rebounce_block"": 5, ""sl_mult_lm"": 1.9500000000000002, ""sl_mult_lr"": 2.8, ""sl_mult_sm"": 1.0, ""sl_mult_sr"": 2.1, ""time_stop"": 22, ""tp_mult_lm"": 5.4, ""tp_mult_lr"": 12.8, ""tp_mult_sm"": 6.5, ""tp_mult_sr"": 4.4, ""trail_mult"": 3.8000000000000003, ""trail_tp"": false, ""use_trailing"": true}",{},
1822,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:37.217326,2026-04-01T03:38:37.276537,0.059211,"{""atr_window"": 11, ""bb_std_dev"": 1.75, ""bb_window"": 17, ""cooldown"": 1, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.6, ""macd_signal"": 7, ""macd_slow"": 40, ""macd_std_window"": 98, ""rebalance_freq"": 150, ""rebounce_block"": 0, ""sl_mult_lm"": 1.5, ""sl_mult_lr"": 2.3, ""sl_mult_sm"": 1.3, ""sl_mult_sr"": 2.0, ""time_stop"": 18, ""tp_mult_lm"": 4.9, ""tp_mult_lr"": 13.8, ""tp_mult_sm"": 6.4, ""tp_mult_sr"": 5.4, ""trail_mult"": 1.9, ""trail_tp"": true, ""use_trailing"": true}",{},
1823,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:37.305267,2026-04-01T03:38:37.363563,0.058296,"{""atr_window"": 12, ""bb_std_dev"": 2.2, ""bb_window"": 23, ""cooldown"": 2, ""macd_fast"": 20, ""macd_k"": 1.25, ""macd_k_mid"": 0.9, ""macd_signal"": 8, ""macd_slow"": 44, ""macd_std_window"": 82, ""rebalance_freq"": 30, ""rebounce_block"": 2, ""sl_mult_lm"": 2.0, ""sl_mult_lr"": 2.2, ""sl_mult_sm"": 1.65, ""sl_mult_sr"": 1.5, ""time_stop"": 16, ""tp_mult_lm"": 4.6, ""tp_mult_lr"": 10.4, ""tp_mult_sm"": 6.800000000000001, ""tp_mult_sr"": 4.7, ""trail_mult"": 3.1, ""trail_tp"": false, ""use_trailing"": true}",{},
1824,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:37.389742,2026-04-01T03:38:39.931969,2.542227,"{""atr_window"": 19, ""bb_std_dev"": 2.35, ""bb_window"": 22, ""cooldown"": 1, ""macd_fast"": 15, ""macd_k"": 1.5, ""macd_k_mid"": 0.6, ""macd_signal"": 9, ""macd_slow"": 37, ""macd_std_window"": 81, ""rebalance_freq"": 150, ""rebounce_block"": 5, ""sl_mult_lm"": 1.75, ""sl_mult_lr"": 2.0, ""sl_mult_sm"": 1.7000000000000002, ""sl_mult_sr"": 1.8, ""time_stop"": 20, ""tp_mult_lm"": 4.3, ""tp_mult_lr"": 12.0, ""tp_mult_sm"": 4.0, ""tp_mult_sr"": 4.6, ""trail_mult"": 3.9000000000000004, ""trail_tp"": true, ""use_trailing"": false}",{},
1825,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:39.961443,2026-04-01T03:38:40.028276,0.066833,"{""atr_window"": 13, ""bb_std_dev"": 2.3, ""bb_window"": 20, ""cooldown"": 3, ""macd_fast"": 18, ""macd_k"": 1.65, ""macd_k_mid"": 0.7, ""macd_signal"": 7, ""macd_slow"": 43, ""macd_std_window"": 95, ""rebalance_freq"": 90, ""rebounce_block"": 6, ""sl_mult_lm"": 1.1, ""sl_mult_lr"": 3.1, ""sl_mult_sm"": 1.25, ""sl_mult_sr"": 1.6, ""time_stop"": 21, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 9.6, ""tp_mult_sm"": 4.2, ""tp_mult_sr"": 4.0, ""trail_mult"": 1.8, ""trail_tp"": false, ""use_trailing"": true}",{},
1826,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:40.076769,2026-04-01T03:38:40.151524,0.074755,"{""atr_window"": 20, ""bb_std_dev"": 1.5499999999999998, ""bb_window"": 18, ""cooldown"": 0, ""macd_fast"": 12, ""macd_k"": 1.15, ""macd_k_mid"": 0.65, ""macd_signal"": 8, ""macd_slow"": 38, ""macd_std_window"": 88, ""rebalance_freq"": 120, ""rebounce_block"": 3, ""sl_mult_lm"": 1.9, ""sl_mult_lr"": 4.2, ""sl_mult_sm"": 1.85, ""sl_mult_sr"": 2.3, ""time_stop"": 29, ""tp_mult_lm"": 5.0, ""tp_mult_lr"": 11.6, ""tp_mult_sm"": 4.1, ""tp_mult_sr"": 3.1, ""trail_mult"": 3.2, ""trail_tp"": true, ""use_trailing"": true}",{},
1827,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:40.193716,2026-04-01T03:38:42.683035,2.489319,"{""atr_window"": 14, ""bb_std_dev"": 2.15, ""bb_window"": 14, ""cooldown"": 2, ""macd_fast"": 17, ""macd_k"": 1.85, ""macd_k_mid"": 0.5, ""macd_signal"": 9, ""macd_slow"": 39, ""macd_std_window"": 92, ""rebalance_freq"": 180, ""rebounce_block"": 0, ""sl_mult_lm"": 2.2, ""sl_mult_lr"": 4.7, ""sl_mult_sm"": 1.75, ""sl_mult_sr"": 2.2, ""time_stop"": 25, ""tp_mult_lm"": 4.5, ""tp_mult_lr"": 10.0, ""tp_mult_sm"": 3.0, ""tp_mult_sr"": 3.9, ""trail_mult"": 1.6, ""trail_tp"": false, ""use_trailing"": false}",{},
1828,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:42.720745,2026-04-01T03:38:42.789357,0.068612,"{""atr_window"": 16, ""bb_std_dev"": 2.4, ""bb_window"": 15, ""cooldown"": 5, ""macd_fast"": 14, ""macd_k"": 1.6, ""macd_k_mid"": 0.75, ""macd_signal"": 10, ""macd_slow"": 41, ""macd_std_window"": 89, ""rebalance_freq"": 150, ""rebounce_block"": 5, ""sl_mult_lm"": 1.25, ""sl_mult_lr"": 2.4, ""sl_mult_sm"": 1.9500000000000002, ""sl_mult_sr"": 1.9, ""time_stop"": 15, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 13.0, ""tp_mult_sm"": 7.0, ""tp_mult_sr"": 6.800000000000001, ""trail_mult"": 2.1, ""trail_tp"": true, ""use_trailing"": true}",{},
1829,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:42.827322,2026-04-01T03:38:42.896629,0.069307,"{""atr_window"": 18, ""bb_std_dev"": 2.25, ""bb_window"": 16, ""cooldown"": 4, ""macd_fast"": 11, ""macd_k"": 1.05, ""macd_k_mid"": 0.8500000000000001, ""macd_signal"": 8, ""macd_slow"": 44, ""macd_std_window"": 70, ""rebalance_freq"": 180, ""rebounce_block"": 3, ""sl_mult_lm"": 1.0, ""sl_mult_lr"": 2.5, ""sl_mult_sm"": 1.15, ""sl_mult_sr"": 3.3, ""time_stop"": 24, ""tp_mult_lm"": 3.5, ""tp_mult_lr"": 9.2, ""tp_mult_sm"": 4.7, ""tp_mult_sr"": 6.0, ""trail_mult"": 2.0, ""trail_tp"": false, ""use_trailing"": true}",{},
1830,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:42.931507,2026-04-01T03:38:43.012966,0.081459,"{""atr_window"": 14, ""bb_std_dev"": 1.7, ""bb_window"": 21, ""cooldown"": 1, ""macd_fast"": 10, ""macd_k"": 1.4, ""macd_k_mid"": 0.55, ""macd_signal"": 6, ""macd_slow"": 42, ""macd_std_window"": 73, ""rebalance_freq"": 120, ""rebounce_block"": 1, ""sl_mult_lm"": 1.2, ""sl_mult_lr"": 4.6, ""sl_mult_sm"": 1.5, ""sl_mult_sr"": 2.6, ""time_stop"": 12, ""tp_mult_lm"": 4.1, ""tp_mult_lr"": 14.2, ""tp_mult_sm"": 4.5, ""tp_mult_sr"": 3.0, ""trail_mult"": 2.4, ""trail_tp"": true, ""use_trailing"": true}",{},
1831,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:43.051446,2026-04-01T03:38:45.554001,2.502555,"{""atr_window"": 11, ""bb_std_dev"": 2.35, ""bb_window"": 19, ""cooldown"": 0, ""macd_fast"": 20, ""macd_k"": 1.55, ""macd_k_mid"": 0.95, ""macd_signal"": 9, ""macd_slow"": 37, ""macd_std_window"": 80, ""rebalance_freq"": 60, ""rebounce_block"": 5, ""sl_mult_lm"": 2.1, ""sl_mult_lr"": 4.5, ""sl_mult_sm"": 1.8, ""sl_mult_sr"": 1.5, ""time_stop"": 0, ""tp_mult_lm"": 5.6, ""tp_mult_lr"": 12.4, ""tp_mult_sm"": 4.4, ""tp_mult_sr"": 6.7, ""trail_mult"": 3.6, ""trail_tp"": false, ""use_trailing"": false}",{},
1832,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:45.591896,2026-04-01T03:38:48.158091,2.566195,"{""atr_window"": 15, ""bb_std_dev"": 2.45, ""bb_window"": 14, ""cooldown"": 3, ""macd_fast"": 19, ""macd_k"": 1.1, ""macd_k_mid"": 0.65, ""macd_signal"": 9, ""macd_slow"": 36, ""macd_std_window"": 90, ""rebalance_freq"": 30, ""rebounce_block"": 6, ""sl_mult_lm"": 1.35, ""sl_mult_lr"": 4.9, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 2.1, ""time_stop"": 9, ""tp_mult_lm"": 4.7, ""tp_mult_lr"": 8.0, ""tp_mult_sm"": 4.8, ""tp_mult_sr"": 6.5, ""trail_mult"": 2.2, ""trail_tp"": true, ""use_trailing"": true}",{},
1833,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:48.186787,2026-04-01T03:38:48.265396,0.078609,"{""atr_window"": 17, ""bb_std_dev"": 1.5, ""bb_window"": 20, ""cooldown"": 2, ""macd_fast"": 18, ""macd_k"": 1.35, ""macd_k_mid"": 0.8, ""macd_signal"": 7, ""macd_slow"": 43, ""macd_std_window"": 85, ""rebalance_freq"": 180, ""rebounce_block"": 2, ""sl_mult_lm"": 1.3, ""sl_mult_lr"": 2.5, ""sl_mult_sm"": 2.0, ""sl_mult_sr"": 1.6, ""time_stop"": 19, ""tp_mult_lm"": 3.9, ""tp_mult_lr"": 16.6, ""tp_mult_sm"": 6.300000000000001, ""tp_mult_sr"": 5.9, ""trail_mult"": 2.3, ""trail_tp"": false, ""use_trailing"": true}",{},
1834,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:48.304476,2026-04-01T03:38:50.886079,2.581603,"{""atr_window"": 16, ""bb_std_dev"": 1.4, ""bb_window"": 17, ""cooldown"": 1, ""macd_fast"": 14, ""macd_k"": 1.2, ""macd_k_mid"": 0.55, ""macd_signal"": 8, ""macd_slow"": 35, ""macd_std_window"": 71, ""rebalance_freq"": 90, ""rebounce_block"": 0, ""sl_mult_lm"": 1.8, ""sl_mult_lr"": 2.8, ""sl_mult_sm"": 1.65, ""sl_mult_sr"": 2.0, ""time_stop"": 7, ""tp_mult_lm"": 5.5, ""tp_mult_lr"": 11.8, ""tp_mult_sm"": 5.800000000000001, ""tp_mult_sr"": 5.7, ""trail_mult"": 3.0, ""trail_tp"": true, ""use_trailing"": true}",{},
1835,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:50.922541,2026-04-01T03:38:51.005016,0.082475,"{""atr_window"": 19, ""bb_std_dev"": 2.2, ""bb_window"": 15, ""cooldown"": 1, ""macd_fast"": 13, ""macd_k"": 2.0, ""macd_k_mid"": 0.6, ""macd_signal"": 10, ""macd_slow"": 40, ""macd_std_window"": 74, ""rebalance_freq"": 150, ""rebounce_block"": 4, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 3.5, ""sl_mult_sm"": 1.55, ""sl_mult_sr"": 2.7, ""time_stop"": 16, ""tp_mult_lm"": 5.4, ""tp_mult_lr"": 10.6, ""tp_mult_sm"": 6.0, ""tp_mult_sr"": 4.1, ""trail_mult"": 3.7, ""trail_tp"": false, ""use_trailing"": false}",{},
1836,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:51.041295,2026-04-01T03:38:51.109408,0.068113,"{""atr_window"": 20, ""bb_std_dev"": 2.5, ""bb_window"": 14, ""cooldown"": 4, ""macd_fast"": 12, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 8, ""macd_slow"": 41, ""macd_std_window"": 88, ""rebalance_freq"": 150, ""rebounce_block"": 5, ""sl_mult_lm"": 1.75, ""sl_mult_lr"": 3.0, ""sl_mult_sm"": 1.9, ""sl_mult_sr"": 1.7, ""time_stop"": 14, ""tp_mult_lm"": 5.3, ""tp_mult_lr"": 9.8, ""tp_mult_sm"": 5.300000000000001, ""tp_mult_sr"": 4.9, ""trail_mult"": 3.4000000000000004, ""trail_tp"": true, ""use_trailing"": true}",{},
1837,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:51.144390,2026-04-01T03:38:51.218548,0.074158,"{""atr_window"": 18, ""bb_std_dev"": 1.7999999999999998, ""bb_window"": 16, ""cooldown"": 0, ""macd_fast"": 15, ""macd_k"": 1.9500000000000002, ""macd_k_mid"": 0.5, ""macd_signal"": 5, ""macd_slow"": 42, ""macd_std_window"": 79, ""rebalance_freq"": 30, ""rebounce_block"": 6, ""sl_mult_lm"": 2.0, ""sl_mult_lr"": 2.9, ""sl_mult_sm"": 1.85, ""sl_mult_sr"": 2.5, ""time_stop"": 17, ""tp_mult_lm"": 3.8, ""tp_mult_lr"": 11.8, ""tp_mult_sm"": 3.6, ""tp_mult_sr"": 7.0, ""trail_mult"": 2.9000000000000004, ""trail_tp"": false, ""use_trailing"": true}",{},
1838,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:51.255501,2026-04-01T03:38:51.339003,0.083502,"{""atr_window"": 14, ""bb_std_dev"": 1.5999999999999999, ""bb_window"": 22, ""cooldown"": 5, ""macd_fast"": 17, ""macd_k"": 1.05, ""macd_k_mid"": 0.6, ""macd_signal"": 9, ""macd_slow"": 44, ""macd_std_window"": 82, ""rebalance_freq"": 150, ""rebounce_block"": 3, ""sl_mult_lm"": 1.85, ""sl_mult_lr"": 2.4, ""sl_mult_sm"": 1.35, ""sl_mult_sr"": 3.2, ""time_stop"": 8, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 12.600000000000001, ""tp_mult_sm"": 5.5, ""tp_mult_sr"": 3.8, ""trail_mult"": 2.1, ""trail_tp"": true, ""use_trailing"": true}",{},
1839,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:51.375210,2026-04-01T03:38:51.445871,0.070661,"{""atr_window"": 13, ""bb_std_dev"": 1.95, ""bb_window"": 25, ""cooldown"": 2, ""macd_fast"": 16, ""macd_k"": 1.45, ""macd_k_mid"": 0.55, ""macd_signal"": 7, ""macd_slow"": 40, ""macd_std_window"": 97, ""rebalance_freq"": 120, ""rebounce_block"": 5, ""sl_mult_lm"": 1.55, ""sl_mult_lr"": 2.1, ""sl_mult_sm"": 1.7000000000000002, ""sl_mult_sr"": 3.1, ""time_stop"": 10, ""tp_mult_lm"": 3.6, ""tp_mult_lr"": 13.600000000000001, ""tp_mult_sm"": 4.6, ""tp_mult_sr"": 5.0, ""trail_mult"": 2.7, ""trail_tp"": false, ""use_trailing"": false}",{},
1840,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:51.482377,2026-04-01T03:38:51.555939,0.073562,"{""atr_window"": 17, ""bb_std_dev"": 2.1, ""bb_window"": 15, ""cooldown"": 3, ""macd_fast"": 12, ""macd_k"": 1.25, ""macd_k_mid"": 0.65, ""macd_signal"": 6, ""macd_slow"": 39, ""macd_std_window"": 86, ""rebalance_freq"": 180, ""rebounce_block"": 1, ""sl_mult_lm"": 1.9500000000000002, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.2, ""sl_mult_sr"": 1.8, ""time_stop"": 6, ""tp_mult_lm"": 6.0, ""tp_mult_lr"": 12.0, ""tp_mult_sm"": 6.6, ""tp_mult_sr"": 4.8, ""trail_mult"": 3.1, ""trail_tp"": true, ""use_trailing"": true}",{},
1841,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:51.592803,2026-04-01T03:38:54.058222,2.465419,"{""atr_window"": 16, ""bb_std_dev"": 2.0, ""bb_window"": 24, ""cooldown"": 1, ""macd_fast"": 20, ""macd_k"": 1.6, ""macd_k_mid"": 0.75, ""macd_signal"": 8, ""macd_slow"": 37, ""macd_std_window"": 98, ""rebalance_freq"": 90, ""rebounce_block"": 2, ""sl_mult_lm"": 1.4, ""sl_mult_lr"": 2.3, ""sl_mult_sm"": 1.1, ""sl_mult_sr"": 1.9, ""time_stop"": 14, ""tp_mult_lm"": 5.9, ""tp_mult_lr"": 12.2, ""tp_mult_sm"": 6.7, ""tp_mult_sr"": 4.5, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": true}",{},
1842,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:38:54.107198,2026-04-01T03:53:57.290738,903.18354,"{""atr_window"": 15, ""bb_std_dev"": 2.45, ""bb_window"": 18, ""cooldown"": 1, ""macd_fast"": 13, ""macd_k"": 1.15, ""macd_k_mid"": 0.55, ""macd_signal"": 9, ""macd_slow"": 35, ""macd_std_window"": 87, ""rebalance_freq"": 120, ""rebounce_block"": 3, ""sl_mult_lm"": 1.7000000000000002, ""sl_mult_lr"": 3.7, ""sl_mult_sm"": 1.75, ""sl_mult_sr"": 2.2, ""time_stop"": 13, ""tp_mult_lm"": 5.7, ""tp_mult_lr"": 11.4, ""tp_mult_sm"": 6.1, ""tp_mult_sr"": 6.300000000000001, ""trail_mult"": 1.7, ""trail_tp"": true, ""use_trailing"": false}",{},
1843,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:53:57.327194,2026-04-01T03:53:57.411608,0.084414,"{""atr_window"": 20, ""bb_std_dev"": 2.05, ""bb_window"": 14, ""cooldown"": 2, ""macd_fast"": 11, ""macd_k"": 1.65, ""macd_k_mid"": 0.5, ""macd_signal"": 7, ""macd_slow"": 43, ""macd_std_window"": 90, ""rebalance_freq"": 150, ""rebounce_block"": 4, ""sl_mult_lm"": 1.45, ""sl_mult_lr"": 2.2, ""sl_mult_sm"": 1.25, ""sl_mult_sr"": 1.5, ""time_stop"": 4, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 15.600000000000001, ""tp_mult_sm"": 3.5, ""tp_mult_sr"": 3.7, ""trail_mult"": 2.2, ""trail_tp"": false, ""use_trailing"": true}",{},
1844,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:53:57.445836,2026-04-01T03:53:57.516659,0.070823,"{""atr_window"": 18, ""bb_std_dev"": 1.9, ""bb_window"": 17, ""cooldown"": 0, ""macd_fast"": 10, ""macd_k"": 1.7000000000000002, ""macd_k_mid"": 1.0, ""macd_signal"": 10, ""macd_slow"": 38, ""macd_std_window"": 91, ""rebalance_freq"": 120, ""rebounce_block"": 0, ""sl_mult_lm"": 2.05, ""sl_mult_lr"": 3.8, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.5, ""time_stop"": 21, ""tp_mult_lm"": 4.9, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 3.7, ""tp_mult_sr"": 4.0, ""trail_mult"": 1.9, ""trail_tp"": true, ""use_trailing"": true}",{},
1845,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:53:57.575071,2026-04-01T03:53:57.655497,0.080426,"{""atr_window"": 19, ""bb_std_dev"": 2.25, ""bb_window"": 14, ""cooldown"": 4, ""macd_fast"": 14, ""macd_k"": 1.2, ""macd_k_mid"": 0.7, ""macd_signal"": 8, ""macd_slow"": 44, ""macd_std_window"": 84, ""rebalance_freq"": 180, ""rebounce_block"": 6, ""sl_mult_lm"": 1.35, ""sl_mult_lr"": 4.300000000000001, ""sl_mult_sm"": 1.0, ""sl_mult_sr"": 2.3, ""time_stop"": 18, ""tp_mult_lm"": 4.0, ""tp_mult_lr"": 8.4, ""tp_mult_sm"": 6.2, ""tp_mult_sr"": 3.6, ""trail_mult"": 3.9000000000000004, ""trail_tp"": true, ""use_trailing"": true}",{},
1846,-1000000000.0,TrialState.COMPLETE,2026-04-01T03:53:57.693259,2026-04-01T03:53:57.773334,0.080075,"{""atr_window"": 10, ""bb_std_dev"": 1.65, ""bb_window"": 21, ""cooldown"": 3, ""macd_fast"": 15, ""macd_k"": 1.5, ""macd_k_mid"": 0.55, ""macd_signal"": 9, ""macd_slow"": 43, ""macd_std_window"": 75, ""rebalance_freq"": 60, ""rebounce_block"": 4, ""sl_mult_lm"": 2.1500000000000004, ""sl_mult_lr"": 3.2, ""sl_mult_sm"": 1.6, ""sl_mult_sr"": 2.8, ""time_stop"": 30, ""tp_mult_lm"": 5.0, ""tp_mult_lr"": 9.4, ""tp_mult_sm"": 7.0, ""tp_mult_sr"": 6.2, ""trail_mult"": 2.6, ""trail_tp"": false, ""use_trailing"": false}",{},
