number,value,state,datetime_start,datetime_complete,duration_seconds,params_json,fold_sharpes_json,avg_cv_sharpe
345,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:11.910264,2026-04-01T02:15:11.934372,0.024108,"{""atr_window"": 12, ""bb_std_dev"": 2.3, ""bb_window"": 16, ""cooldown"": 0, ""macd_fast"": 10, ""macd_k"": 1.05, ""macd_k_mid"": 0.9, ""macd_signal"": 9, ""macd_slow"": 41, ""macd_std_window"": 78, ""rebalance_freq"": 60, ""rebounce_block"": 0, ""sl_mult_lm"": 1.35, ""sl_mult_lr"": 4.5, ""sl_mult_sm"": 1.9, ""sl_mult_sr"": 2.8, ""time_stop"": 2, ""tp_mult_lm"": 4.6, ""tp_mult_lr"": 11.6, ""tp_mult_sm"": 5.1, ""tp_mult_sr"": 6.5, ""trail_mult"": 3.5, ""trail_tp"": true, ""use_trailing"": true}",{},
346,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:11.963833,2026-04-01T02:15:11.988363,0.02453,"{""atr_window"": 16, ""bb_std_dev"": 1.8499999999999999, ""bb_window"": 23, ""cooldown"": 4, ""macd_fast"": 15, ""macd_k"": 1.1, ""macd_k_mid"": 0.65, ""macd_signal"": 6, ""macd_slow"": 43, ""macd_std_window"": 70, ""rebalance_freq"": 30, ""rebounce_block"": 5, ""sl_mult_lm"": 1.25, ""sl_mult_lr"": 2.2, ""sl_mult_sm"": 1.6, ""sl_mult_sr"": 1.5, ""time_stop"": 12, ""tp_mult_lm"": 5.4, ""tp_mult_lr"": 11.2, ""tp_mult_sm"": 6.800000000000001, ""tp_mult_sr"": 6.2, ""trail_mult"": 3.4000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
347,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:12.030891,2026-04-01T02:15:12.055511,0.02462,"{""atr_window"": 10, ""bb_std_dev"": 2.25, ""bb_window"": 14, ""cooldown"": 2, ""macd_fast"": 14, ""macd_k"": 1.15, ""macd_k_mid"": 0.7, ""macd_signal"": 8, ""macd_slow"": 37, ""macd_std_window"": 88, ""rebalance_freq"": 180, ""rebounce_block"": 4, ""sl_mult_lm"": 1.4, ""sl_mult_lr"": 3.6, ""sl_mult_sm"": 1.55, ""sl_mult_sr"": 1.7, ""time_stop"": 17, ""tp_mult_lm"": 5.9, ""tp_mult_lr"": 10.0, ""tp_mult_sm"": 6.300000000000001, ""tp_mult_sr"": 4.1, ""trail_mult"": 1.7, ""trail_tp"": true, ""use_trailing"": true}",{},
348,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:12.089375,2026-04-01T02:15:14.564982,2.475607,"{""atr_window"": 19, ""bb_std_dev"": 1.7, ""bb_window"": 14, ""cooldown"": 1, ""macd_fast"": 13, ""macd_k"": 1.3, ""macd_k_mid"": 0.6, ""macd_signal"": 7, ""macd_slow"": 35, ""macd_std_window"": 73, ""rebalance_freq"": 150, ""rebounce_block"": 6, ""sl_mult_lm"": 1.9500000000000002, ""sl_mult_lr"": 2.9, ""sl_mult_sm"": 1.75, ""sl_mult_sr"": 1.6, ""time_stop"": 16, ""tp_mult_lm"": 5.3, ""tp_mult_lr"": 10.6, ""tp_mult_sm"": 3.6, ""tp_mult_sr"": 3.8, ""trail_mult"": 2.7, ""trail_tp"": false, ""use_trailing"": true}",{},
349,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:14.589375,2026-04-01T02:15:14.611792,0.022417,"{""atr_window"": 17, ""bb_std_dev"": 1.7999999999999998, ""bb_window"": 17, ""cooldown"": 3, ""macd_fast"": 12, ""macd_k"": 1.25, ""macd_k_mid"": 0.8500000000000001, ""macd_signal"": 10, ""macd_slow"": 40, ""macd_std_window"": 87, ""rebalance_freq"": 90, ""rebounce_block"": 3, ""sl_mult_lm"": 1.45, ""sl_mult_lr"": 2.4, ""sl_mult_sm"": 1.5, ""sl_mult_sr"": 2.5, ""time_stop"": 5, ""tp_mult_lm"": 4.3, ""tp_mult_lr"": 8.8, ""tp_mult_sm"": 4.7, ""tp_mult_sr"": 6.0, ""trail_mult"": 2.1, ""trail_tp"": true, ""use_trailing"": true}",{},
350,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:14.635251,2026-04-01T02:15:14.657339,0.022088,"{""atr_window"": 14, ""bb_std_dev"": 2.5, ""bb_window"": 25, ""cooldown"": 0, ""macd_fast"": 18, ""macd_k"": 1.65, ""macd_k_mid"": 0.55, ""macd_signal"": 8, ""macd_slow"": 44, ""macd_std_window"": 72, ""rebalance_freq"": 180, ""rebounce_block"": 5, ""sl_mult_lm"": 1.85, ""sl_mult_lr"": 2.8, ""sl_mult_sm"": 1.25, ""sl_mult_sr"": 2.6, ""time_stop"": 20, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 11.4, ""tp_mult_sm"": 3.2, ""tp_mult_sr"": 3.3, ""trail_mult"": 1.8, ""trail_tp"": false, ""use_trailing"": false}",{},
351,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:14.683335,2026-04-01T02:15:18.441506,3.758171,"{""atr_window"": 20, ""bb_std_dev"": 2.45, ""bb_window"": 20, ""cooldown"": 1, ""macd_fast"": 16, ""macd_k"": 1.0, ""macd_k_mid"": 0.7, ""macd_signal"": 10, ""macd_slow"": 37, ""macd_std_window"": 89, ""rebalance_freq"": 120, ""rebounce_block"": 0, ""sl_mult_lm"": 1.9, ""sl_mult_lr"": 3.7, ""sl_mult_sm"": 1.7000000000000002, ""sl_mult_sr"": 2.1, ""time_stop"": 1, ""tp_mult_lm"": 4.5, ""tp_mult_lr"": 9.8, ""tp_mult_sm"": 3.9, ""tp_mult_sr"": 3.6, ""trail_mult"": 2.2, ""trail_tp"": true, ""use_trailing"": true}",{},
352,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:18.495438,2026-04-01T02:15:18.530925,0.035487,"{""atr_window"": 13, ""bb_std_dev"": 2.0, ""bb_window"": 14, ""cooldown"": 2, ""macd_fast"": 14, ""macd_k"": 1.8, ""macd_k_mid"": 1.0, ""macd_signal"": 7, ""macd_slow"": 41, ""macd_std_window"": 96, ""rebalance_freq"": 30, ""rebounce_block"": 4, ""sl_mult_lm"": 2.1, ""sl_mult_lr"": 3.8, ""sl_mult_sm"": 1.8, ""sl_mult_sr"": 2.2, ""time_stop"": 8, ""tp_mult_lm"": 5.6, ""tp_mult_lr"": 11.0, ""tp_mult_sm"": 6.1, ""tp_mult_sr"": 3.0, ""trail_mult"": 3.2, ""trail_tp"": false, ""use_trailing"": true}",{},
353,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:18.639369,2026-04-01T02:15:18.697521,0.058152,"{""atr_window"": 16, ""bb_std_dev"": 2.2, ""bb_window"": 22, ""cooldown"": 3, ""macd_fast"": 13, ""macd_k"": 1.45, ""macd_k_mid"": 0.6, ""macd_signal"": 9, ""macd_slow"": 42, ""macd_std_window"": 92, ""rebalance_freq"": 150, ""rebounce_block"": 3, ""sl_mult_lm"": 1.5, ""sl_mult_lr"": 4.300000000000001, ""sl_mult_sm"": 1.1, ""sl_mult_sr"": 1.9, ""time_stop"": 21, ""tp_mult_lm"": 5.0, ""tp_mult_lr"": 12.2, ""tp_mult_sm"": 4.6, ""tp_mult_sr"": 4.8, ""trail_mult"": 2.6, ""trail_tp"": false, ""use_trailing"": true}",{},
354,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:18.744545,2026-04-01T02:15:18.799764,0.055219,"{""atr_window"": 17, ""bb_std_dev"": 2.05, ""bb_window"": 15, ""cooldown"": 4, ""macd_fast"": 11, ""macd_k"": 1.6, ""macd_k_mid"": 0.5, ""macd_signal"": 8, ""macd_slow"": 39, ""macd_std_window"": 91, ""rebalance_freq"": 150, ""rebounce_block"": 2, ""sl_mult_lm"": 1.0, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 1.45, ""sl_mult_sr"": 1.6, ""time_stop"": 15, ""tp_mult_lm"": 5.1, ""tp_mult_lr"": 8.6, ""tp_mult_sm"": 7.0, ""tp_mult_sr"": 4.4, ""trail_mult"": 2.4, ""trail_tp"": true, ""use_trailing"": false}",{},
355,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:18.851513,2026-04-01T02:15:22.186251,3.334738,"{""atr_window"": 18, ""bb_std_dev"": 2.4, ""bb_window"": 16, ""cooldown"": 5, ""macd_fast"": 20, ""macd_k"": 1.2, ""macd_k_mid"": 0.55, ""macd_signal"": 7, ""macd_slow"": 36, ""macd_std_window"": 82, ""rebalance_freq"": 60, ""rebounce_block"": 5, ""sl_mult_lm"": 1.25, ""sl_mult_lr"": 2.5, ""sl_mult_sm"": 1.85, ""sl_mult_sr"": 3.4000000000000004, ""time_stop"": 0, ""tp_mult_lm"": 5.6, ""tp_mult_lr"": 10.2, ""tp_mult_sm"": 4.4, ""tp_mult_sr"": 5.7, ""trail_mult"": 1.6, ""trail_tp"": false, ""use_trailing"": true}",{},
356,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:22.216681,2026-04-01T02:15:24.784504,2.567823,"{""atr_window"": 15, ""bb_std_dev"": 2.35, ""bb_window"": 17, ""cooldown"": 0, ""macd_fast"": 17, ""macd_k"": 1.4, ""macd_k_mid"": 0.65, ""macd_signal"": 5, ""macd_slow"": 38, ""macd_std_window"": 97, ""rebalance_freq"": 180, ""rebounce_block"": 6, ""sl_mult_lm"": 1.55, ""sl_mult_lr"": 2.7, ""sl_mult_sm"": 1.7000000000000002, ""sl_mult_sr"": 3.5, ""time_stop"": 4, ""tp_mult_lm"": 3.9, ""tp_mult_lr"": 15.2, ""tp_mult_sm"": 3.6, ""tp_mult_sr"": 5.1, ""trail_mult"": 3.8000000000000003, ""trail_tp"": true, ""use_trailing"": true}",{},
357,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:24.815898,2026-04-01T02:15:24.855284,0.039386,"{""atr_window"": 20, ""bb_std_dev"": 2.25, ""bb_window"": 14, ""cooldown"": 2, ""macd_fast"": 10, ""macd_k"": 1.35, ""macd_k_mid"": 0.7, ""macd_signal"": 6, ""macd_slow"": 44, ""macd_std_window"": 98, ""rebalance_freq"": 90, ""rebounce_block"": 2, ""sl_mult_lm"": 1.15, ""sl_mult_lr"": 2.3, ""sl_mult_sm"": 1.2, ""sl_mult_sr"": 1.5, ""time_stop"": 27, ""tp_mult_lm"": 4.8, ""tp_mult_lr"": 14.2, ""tp_mult_sm"": 4.1, ""tp_mult_sr"": 6.800000000000001, ""trail_mult"": 3.0, ""trail_tp"": false, ""use_trailing"": true}",{},
358,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:24.891035,2026-04-01T02:15:24.917145,0.02611,"{""atr_window"": 18, ""bb_std_dev"": 1.9, ""bb_window"": 14, ""cooldown"": 1, ""macd_fast"": 12, ""macd_k"": 1.05, ""macd_k_mid"": 0.8, ""macd_signal"": 9, ""macd_slow"": 40, ""macd_std_window"": 75, ""rebalance_freq"": 120, ""rebounce_block"": 6, ""sl_mult_lm"": 1.3, ""sl_mult_lr"": 4.0, ""sl_mult_sm"": 1.15, ""sl_mult_sr"": 1.7, ""time_stop"": 19, ""tp_mult_lm"": 4.2, ""tp_mult_lr"": 11.8, ""tp_mult_sm"": 4.2, ""tp_mult_sr"": 5.4, ""trail_mult"": 2.1, ""trail_tp"": true, ""use_trailing"": false}",{},
359,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:24.950670,2026-04-01T02:15:24.978086,0.027416,"{""atr_window"": 19, ""bb_std_dev"": 2.15, ""bb_window"": 18, ""cooldown"": 3, ""macd_fast"": 15, ""macd_k"": 1.0, ""macd_k_mid"": 0.6, ""macd_signal"": 8, ""macd_slow"": 43, ""macd_std_window"": 100, ""rebalance_freq"": 150, ""rebounce_block"": 4, ""sl_mult_lm"": 1.7000000000000002, ""sl_mult_lr"": 3.0, ""sl_mult_sm"": 1.65, ""sl_mult_sr"": 2.0, ""time_stop"": 3, ""tp_mult_lm"": 5.5, ""tp_mult_lr"": 13.0, ""tp_mult_sm"": 3.0, ""tp_mult_sr"": 4.1, ""trail_mult"": 3.1, ""trail_tp"": false, ""use_trailing"": true}",{},
360,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:25.014263,2026-04-01T02:15:27.679447,2.665184,"{""atr_window"": 17, ""bb_std_dev"": 2.35, ""bb_window"": 15, ""cooldown"": 0, ""macd_fast"": 14, ""macd_k"": 1.15, ""macd_k_mid"": 0.9, ""macd_signal"": 9, ""macd_slow"": 36, ""macd_std_window"": 93, ""rebalance_freq"": 180, ""rebounce_block"": 5, ""sl_mult_lm"": 1.8, ""sl_mult_lr"": 2.4, ""sl_mult_sm"": 1.35, ""sl_mult_sr"": 3.0, ""time_stop"": 6, ""tp_mult_lm"": 6.0, ""tp_mult_lr"": 12.0, ""tp_mult_sm"": 4.3, ""tp_mult_sr"": 6.1, ""trail_mult"": 1.5, ""trail_tp"": true, ""use_trailing"": true}",{},
361,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:27.709283,2026-04-01T02:15:27.733815,0.024532,"{""atr_window"": 14, ""bb_std_dev"": 1.7, ""bb_window"": 19, ""cooldown"": 1, ""macd_fast"": 19, ""macd_k"": 1.1, ""macd_k_mid"": 0.75, ""macd_signal"": 8, ""macd_slow"": 44, ""macd_std_window"": 99, ""rebalance_freq"": 30, ""rebounce_block"": 3, ""sl_mult_lm"": 1.65, ""sl_mult_lr"": 2.1, ""sl_mult_sm"": 1.3, ""sl_mult_sr"": 2.6, ""time_stop"": 24, ""tp_mult_lm"": 3.7, ""tp_mult_lr"": 9.6, ""tp_mult_sm"": 3.4, ""tp_mult_sr"": 6.300000000000001, ""trail_mult"": 3.3, ""trail_tp"": false, ""use_trailing"": false}",{},
362,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:27.764315,2026-04-01T02:15:27.788776,0.024461,"{""atr_window"": 13, ""bb_std_dev"": 2.5, ""bb_window"": 21, ""cooldown"": 2, ""macd_fast"": 16, ""macd_k"": 1.5, ""macd_k_mid"": 0.5, ""macd_signal"": 7, ""macd_slow"": 40, ""macd_std_window"": 90, ""rebalance_freq"": 60, ""rebounce_block"": 5, ""sl_mult_lm"": 1.6, ""sl_mult_lr"": 2.2, ""sl_mult_sm"": 1.75, ""sl_mult_sr"": 2.1, ""time_stop"": 13, ""tp_mult_lm"": 5.3, ""tp_mult_lr"": 8.0, ""tp_mult_sm"": 6.800000000000001, ""tp_mult_sr"": 5.800000000000001, ""trail_mult"": 3.1, ""trail_tp"": true, ""use_trailing"": true}",{},
363,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:27.816494,2026-04-01T02:15:27.841240,0.024746,"{""atr_window"": 16, ""bb_std_dev"": 2.15, ""bb_window"": 24, ""cooldown"": 5, ""macd_fast"": 11, ""macd_k"": 1.85, ""macd_k_mid"": 0.55, ""macd_signal"": 8, ""macd_slow"": 41, ""macd_std_window"": 79, ""rebalance_freq"": 90, ""rebounce_block"": 6, ""sl_mult_lm"": 1.05, ""sl_mult_lr"": 5.0, ""sl_mult_sm"": 1.85, ""sl_mult_sr"": 1.8, ""time_stop"": 28, ""tp_mult_lm"": 4.7, ""tp_mult_lr"": 10.8, ""tp_mult_sm"": 5.800000000000001, ""tp_mult_sr"": 4.9, ""trail_mult"": 2.3, ""trail_tp"": false, ""use_trailing"": true}",{},
364,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:27.872451,2026-04-01T02:15:30.342448,2.469997,"{""atr_window"": 11, ""bb_std_dev"": 2.3, ""bb_window"": 17, ""cooldown"": 4, ""macd_fast"": 20, ""macd_k"": 1.25, ""macd_k_mid"": 0.65, ""macd_signal"": 10, ""macd_slow"": 37, ""macd_std_window"": 71, ""rebalance_freq"": 120, ""rebounce_block"": 0, ""sl_mult_lm"": 2.05, ""sl_mult_lr"": 3.9000000000000004, ""sl_mult_sm"": 1.55, ""sl_mult_sr"": 1.6, ""time_stop"": 18, ""tp_mult_lm"": 5.7, ""tp_mult_lr"": 12.8, ""tp_mult_sm"": 5.7, ""tp_mult_sr"": 5.5, ""trail_mult"": 1.9, ""trail_tp"": true, ""use_trailing"": true}",{},
365,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:30.373054,2026-04-01T02:15:30.398880,0.025826,"{""atr_window"": 15, ""bb_std_dev"": 1.65, ""bb_window"": 20, ""cooldown"": 3, ""macd_fast"": 15, ""macd_k"": 1.15, ""macd_k_mid"": 0.6, ""macd_signal"": 9, ""macd_slow"": 43, ""macd_std_window"": 83, ""rebalance_freq"": 150, ""rebounce_block"": 1, ""sl_mult_lm"": 1.4, ""sl_mult_lr"": 4.9, ""sl_mult_sm"": 1.9, ""sl_mult_sr"": 1.9, ""time_stop"": 21, ""tp_mult_lm"": 5.5, ""tp_mult_lr"": 14.8, ""tp_mult_sm"": 6.9, ""tp_mult_sr"": 4.0, ""trail_mult"": 1.8, ""trail_tp"": false, ""use_trailing"": false}",{},
366,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:30.430201,2026-04-01T02:15:30.455023,0.024822,"{""atr_window"": 12, ""bb_std_dev"": 2.45, ""bb_window"": 14, ""cooldown"": 1, ""macd_fast"": 14, ""macd_k"": 1.9500000000000002, ""macd_k_mid"": 0.7, ""macd_signal"": 7, ""macd_slow"": 39, ""macd_std_window"": 81, ""rebalance_freq"": 180, ""rebounce_block"": 5, ""sl_mult_lm"": 1.2, ""sl_mult_lr"": 3.5, ""sl_mult_sm"": 1.4, ""sl_mult_sr"": 2.2, ""time_stop"": 7, ""tp_mult_lm"": 5.800000000000001, ""tp_mult_lr"": 13.4, ""tp_mult_sm"": 3.7, ""tp_mult_sr"": 4.5, ""trail_mult"": 2.2, ""trail_tp"": true, ""use_trailing"": true}",{},
367,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:30.486477,2026-04-01T02:15:30.511823,0.025346,"{""atr_window"": 18, ""bb_std_dev"": 2.1, ""bb_window"": 16, ""cooldown"": 4, ""macd_fast"": 17, ""macd_k"": 1.55, ""macd_k_mid"": 0.55, ""macd_signal"": 8, ""macd_slow"": 44, ""macd_std_window"": 89, ""rebalance_freq"": 150, ""rebounce_block"": 2, ""sl_mult_lm"": 1.55, ""sl_mult_lr"": 2.5, ""sl_mult_sm"": 1.25, ""sl_mult_sr"": 2.7, ""time_stop"": 9, ""tp_mult_lm"": 4.4, ""tp_mult_lr"": 9.2, ""tp_mult_sm"": 4.8, ""tp_mult_sr"": 3.5, ""trail_mult"": 1.7, ""trail_tp"": false, ""use_trailing"": true}",{},
368,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:30.544924,2026-04-01T02:15:30.600220,0.055296,"{""atr_window"": 10, ""bb_std_dev"": 1.75, ""bb_window"": 21, ""cooldown"": 0, ""macd_fast"": 10, ""macd_k"": 1.2, ""macd_k_mid"": 0.5, ""macd_signal"": 9, ""macd_slow"": 42, ""macd_std_window"": 70, ""rebalance_freq"": 30, ""rebounce_block"": 3, ""sl_mult_lm"": 1.35, ""sl_mult_lr"": 2.0, ""sl_mult_sm"": 1.9500000000000002, ""sl_mult_sr"": 1.7, ""time_stop"": 29, ""tp_mult_lm"": 5.2, ""tp_mult_lr"": 16.4, ""tp_mult_sm"": 5.300000000000001, ""tp_mult_sr"": 3.8, ""trail_mult"": 4.0, ""trail_tp"": true, ""use_trailing"": true}",{},
369,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:30.636257,2026-04-01T02:15:30.668263,0.032006,"{""atr_window"": 14, ""bb_std_dev"": 1.4, ""bb_window"": 23, ""cooldown"": 2, ""macd_fast"": 12, ""macd_k"": 1.35, ""macd_k_mid"": 0.6, ""macd_signal"": 6, ""macd_slow"": 41, ""macd_std_window"": 76, ""rebalance_freq"": 60, ""rebounce_block"": 6, ""sl_mult_lm"": 1.75, ""sl_mult_lr"": 2.9, ""sl_mult_sm"": 1.6, ""sl_mult_sr"": 1.5, ""time_stop"": 22, ""tp_mult_lm"": 5.4, ""tp_mult_lr"": 12.4, ""tp_mult_sm"": 3.3, ""tp_mult_sr"": 4.6, ""trail_mult"": 2.5, ""trail_tp"": false, ""use_trailing"": false}",{},
370,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:30.706212,2026-04-01T02:15:33.370275,2.664063,"{""atr_window"": 16, ""bb_std_dev"": 2.2, ""bb_window"": 16, ""cooldown"": 3, ""macd_fast"": 16, ""macd_k"": 1.6, ""macd_k_mid"": 0.95, ""macd_signal"": 8, ""macd_slow"": 35, ""macd_std_window"": 94, ""rebalance_freq"": 180, ""rebounce_block"": 4, ""sl_mult_lm"": 1.9, ""sl_mult_lr"": 3.4000000000000004, ""sl_mult_sm"": 1.5, ""sl_mult_sr"": 2.0, ""time_stop"": 20, ""tp_mult_lm"": 4.1, ""tp_mult_lr"": 9.8, ""tp_mult_sm"": 5.5, ""tp_mult_sr"": 5.9, ""trail_mult"": 3.6, ""trail_tp"": true, ""use_trailing"": true}",{},
371,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:33.399686,2026-04-01T02:15:33.424516,0.02483,"{""atr_window"": 20, ""bb_std_dev"": 1.9, ""bb_window"": 15, ""cooldown"": 1, ""macd_fast"": 13, ""macd_k"": 1.75, ""macd_k_mid"": 1.0, ""macd_signal"": 10, ""macd_slow"": 38, ""macd_std_window"": 80, ""rebalance_freq"": 120, ""rebounce_block"": 4, ""sl_mult_lm"": 2.1500000000000004, ""sl_mult_lr"": 3.3, ""sl_mult_sm"": 1.7000000000000002, ""sl_mult_sr"": 3.3, ""time_stop"": 25, ""tp_mult_lm"": 4.9, ""tp_mult_lr"": 12.2, ""tp_mult_sm"": 3.8, ""tp_mult_sr"": 5.2, ""trail_mult"": 3.2, ""trail_tp"": false, ""use_trailing"": true}",{},
372,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:33.454065,2026-04-01T02:15:33.478577,0.024512,"{""atr_window"": 15, ""bb_std_dev"": 1.45, ""bb_window"": 14, ""cooldown"": 2, ""macd_fast"": 19, ""macd_k"": 1.7000000000000002, ""macd_k_mid"": 0.8, ""macd_signal"": 7, ""macd_slow"": 44, ""macd_std_window"": 86, ""rebalance_freq"": 90, ""rebounce_block"": 5, ""sl_mult_lm"": 2.0, ""sl_mult_lr"": 4.6, ""sl_mult_sm"": 1.8, ""sl_mult_sr"": 1.8, ""time_stop"": 16, ""tp_mult_lm"": 5.3, ""tp_mult_lr"": 11.8, ""tp_mult_sm"": 4.5, ""tp_mult_sr"": 3.1, ""trail_mult"": 2.0, ""trail_tp"": true, ""use_trailing"": true}",{},
373,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:33.507723,2026-04-01T02:15:35.974655,2.466932,"{""atr_window"": 19, ""bb_std_dev"": 2.05, ""bb_window"": 14, ""cooldown"": 1, ""macd_fast"": 15, ""macd_k"": 1.5, ""macd_k_mid"": 0.75, ""macd_signal"": 9, ""macd_slow"": 36, ""macd_std_window"": 99, ""rebalance_freq"": 150, ""rebounce_block"": 1, ""sl_mult_lm"": 1.0, ""sl_mult_lr"": 2.6, ""sl_mult_sm"": 2.0, ""sl_mult_sr"": 2.3, ""time_stop"": 12, ""tp_mult_lm"": 3.5, ""tp_mult_lr"": 16.0, ""tp_mult_sm"": 6.4, ""tp_mult_sr"": 6.6, ""trail_mult"": 3.9000000000000004, ""trail_tp"": false, ""use_trailing"": false}",{},
374,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:36.006549,2026-04-01T02:15:38.557823,2.551274,"{""atr_window"": 13, ""bb_std_dev"": 1.95, ""bb_window"": 15, ""cooldown"": 0, ""macd_fast"": 20, ""macd_k"": 1.05, ""macd_k_mid"": 0.8500000000000001, ""macd_signal"": 8, ""macd_slow"": 40, ""macd_std_window"": 73, ""rebalance_freq"": 120, ""rebounce_block"": 6, ""sl_mult_lm"": 1.5, ""sl_mult_lr"": 2.5, ""sl_mult_sm"": 1.0, ""sl_mult_sr"": 2.2, ""time_stop"": 14, ""tp_mult_lm"": 5.0, ""tp_mult_lr"": 10.2, ""tp_mult_sm"": 5.6, ""tp_mult_sr"": 6.4, ""trail_mult"": 2.1, ""trail_tp"": true, ""use_trailing"": true}",{},
375,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:38.587591,2026-04-01T02:15:38.613094,0.025503,"{""atr_window"": 20, ""bb_std_dev"": 2.4, ""bb_window"": 16, ""cooldown"": 3, ""macd_fast"": 14, ""macd_k"": 1.1, ""macd_k_mid"": 0.55, ""macd_signal"": 5, ""macd_slow"": 43, ""macd_std_window"": 95, ""rebalance_freq"": 30, ""rebounce_block"": 3, ""sl_mult_lm"": 1.3, ""sl_mult_lr"": 2.4, ""sl_mult_sm"": 1.65, ""sl_mult_sr"": 3.1, ""time_stop"": 19, ""tp_mult_lm"": 6.0, ""tp_mult_lr"": 15.4, ""tp_mult_sm"": 3.5, ""tp_mult_sr"": 5.6, ""trail_mult"": 3.7, ""trail_tp"": false, ""use_trailing"": true}",{},
376,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:38.643733,2026-04-01T02:15:38.668399,0.024666,"{""atr_window"": 16, ""bb_std_dev"": 1.7999999999999998, ""bb_window"": 17, ""cooldown"": 5, ""macd_fast"": 12, ""macd_k"": 1.65, ""macd_k_mid"": 0.65, ""macd_signal"": 7, ""macd_slow"": 42, ""macd_std_window"": 91, ""rebalance_freq"": 150, ""rebounce_block"": 5, ""sl_mult_lm"": 1.35, ""sl_mult_lr"": 2.8, ""sl_mult_sm"": 1.15, ""sl_mult_sr"": 1.6, ""time_stop"": 17, ""tp_mult_lm"": 5.9, ""tp_mult_lr"": 13.8, ""tp_mult_sm"": 5.4, ""tp_mult_sr"": 6.0, ""trail_mult"": 2.0, ""trail_tp"": true, ""use_trailing"": false}",{},
377,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:38.697890,2026-04-01T02:15:41.222473,2.524583,"{""atr_window"": 14, ""bb_std_dev"": 2.35, ""bb_window"": 14, ""cooldown"": 2, ""macd_fast"": 18, ""macd_k"": 1.0, ""macd_k_mid"": 0.5, ""macd_signal"": 6, ""macd_slow"": 39, ""macd_std_window"": 85, ""rebalance_freq"": 180, ""rebounce_block"": 2, ""sl_mult_lm"": 1.45, ""sl_mult_lr"": 2.3, ""sl_mult_sm"": 1.55, ""sl_mult_sr"": 2.1, ""time_stop"": 30, ""tp_mult_lm"": 4.2, ""tp_mult_lr"": 14.4, ""tp_mult_sm"": 5.9, ""tp_mult_sr"": 5.7, ""trail_mult"": 3.0, ""trail_tp"": false, ""use_trailing"": true}",{},
378,-1000000000.0,TrialState.COMPLETE,2026-04-01T02:15:41.252119,2026-04-01T02:15:43.758513,2.506394,"{""atr_window"": 16, ""bb_std_dev"": 1.5, ""bb_window"": 14, ""cooldown"": 4, ""macd_fast"": 20, ""macd_k"": 1.15, ""macd_k_mid"": 0.7, ""macd_signal"": 9, ""macd_slow"": 37, ""macd_std_window"": 82, ""rebalance_freq"": 60, ""rebounce_block"": 0, ""sl_mult_lm"": 1.25, ""sl_mult_lr"": 4.4, ""sl_mult_sm"": 1.85, ""sl_mult_sr"": 1.5, ""time_stop"": 23, ""tp_mult_lm"": 4.0, ""tp_mult_lr"": 13.2, ""tp_mult_sm"": 6.0, ""tp_mult_sr"": 3.9, ""trail_mult"": 2.7, ""trail_tp"": true, ""use_trailing"": true}",{},
